text,target
socorro miga eu nao quero morrer antes de ver o fim de got avengers e star wars,0
eu quero morrer com essa prova de patologia meu deus que tanto de materia eu nao aguento mais,0
ai sabe acabei de pagar 75 conto num gas eu quero morrer,0
eu so quero morrer eu odeio meu pai bixo,1
caralho eu nao aguento mais eu so quero morrer,1
atualmente eu estou entre: quero morrer quero viver quero me suicidar quero deixar de apenas existir quero literalmente me jogar na frente de um carro quero viver uma aventura,1
eu nao quero morrer virgem,0
cara to apavorada parei de tomar mes passado e ainda nao desceu cara quero morrer eu me cuido mas pqp to desesperada kkkkkkkkkkkkkkkk dizem que esse ano eh da fertilidade,0
eu passei a gandola e a mae deixou cair no chao eu quero morrer,0
meu deus do ceu todas as minhas amigas namorando;;;;;;;;; quero morrer,0
eu gasto 40 minutos para chegar no trabalho e ja quero morrer . deus me livre 1h30 kkkk,0
falei que ia ver o jogo domingo meu pai surtou kkkkkkkk perguntou se eu quero morrer ainda mais sendo final,0
gente eu quero morrer perdi todas as minhas musicas do skillet todas eu to ate com a pressao baixa,0
irmao muito chato quero morrer nao passo da cena do beijo enquanto a motorista vai embora,0
vou fazer trabalho sozinha de historia quero morrer pic.twitter.com/jef4wa85v6,0
eu quero morrer,1
quero morrer fudendo melhor morte kk,0
eu to tao cansadatao cansada quero morrer,1
eu so quero morrer irmao eu ja vivo afundada na culpa pensando que eu sou uma bosta por causa do meu pai e tu chega com uma dessa,1
eu nao quero morrer nao ta maluco?,0
quero chorar ate morrer so de pensar nesses trabalhos,0
e ai eu me sinto a pior pessoa do mundo e so quero morrer,1
nao gosto mais de viver e sei la so quero morrer mas a unica coisa que sinto que tenho controle e desativar essa conta entao eh isto,1
eu quero morrer,1
quero muito que seja ela mas ela vai morrer :(,0
amanha tem simulado do enem e eu quero morrer,0
mais da metade do meu dia eu quero desistir de tudo e morrer,1
sou uma porca gorda nojenta que nao merece nada nao merece nada porrra quero morrer,1
quero morrer,1
eu posso morrer de amores pela pessoa mas se eu botar na cabeca que nao quero mais nao adianta. antes de ser por nos e eu por mim.,0
ai quero morrer,1
gente eu quero morrer serio me odeio dms,1
na vida so sei uma coisa: nao quero morrer quero me matar nao quero ser vencida e sim vencer obg,1
quero morrer,1
meus pais vao me forcar a ver got dublado eu quero morrer,0
irmao eu sem duvida paro se quer matar algum stark mata a sansa so fui gostar dela nas ultimas temp nao que eu quero que ela morra mas se e pra morrer ne mata ela,0
hbo go travando e eu so quero morrer,0
aaaaaaaaaaaaa eu quero morrer com esse video eu to apaixonadaaaaaaaa aaaaa aaaaaaaaaaa aaaaaaaaaaaaaaaaa pic.twitter.com/xtjcyha2ak,0
eu quero morrer com essa azia,0
so queria fechar os olhos e essa bosta toda acabar mas quando acordo isso continua e continua e amanha e segunda e quero morrer .,1
ainda sao 20h da noite e a hbo go ja esta com problemas tecnicos eu quero morrer,0
oh meu amor meu amoooor escuta o que eu vou dizeeeer eu quero muito te amaaaar estar contigo ate morrer ! pic.twitter.com/bpwtsdaobu,0
eu quero morrer,1
cara quero morrer,1
caralho que paradoxo: vc quer apanhar ate morrer e por isso eu quero te baterate te matar mas nao posso porque nao quero que vc morra caralho,0
ai quero morrer,1
eu so quero morrer,1
quero descobrir de que vou morrer marcando que tipo de suco eu beberia,0
eu tambem nao quero mas ele vai morrer,0
que bosta acabei tomar um spoiler do ep de hj eu quero morrer,0
eu la quero bolao p ver qm vai ficar vivo ou qm vai morrer nessa temporada de got eu so quero assistir o episodio de hj so,0
tao dizendo que vazou got eu ja recebi um suposto spoiler mds eu quero morrer tyrion naaaaaaao pic.twitter.com/dclvpvpmls,0
eu so quero morrer,1
passando pra lembrar que nao quero ninguem chorando quando eu morrer kralho toquem o frevo que eu nunca toquei,1
eu quero morrer,1
eu so quero morrer,1
eu me sinto imortal porque eu quero morrer e eu sei que nao vou morrer tao cedo. entao to sempre 100% nem ai.. unica coisa que eu faco e tomar cuidado pra evitar mais sofrimento.,0
estou dividido entre quem eu acho que vai morrer e quem quero que morra pic.twitter.com/5fu4spvqiw,0
to as ultimas 4hrs estudando sem parar e me deu dor de cabeca decidi fazer uma pausa e minha vizinha tambem decidiu cantar let it go aos berros nao sei se quero morrer ou matar a crianca,0
okay. vou assistir a grande estreia de got. quero ver quem vai morrer nessa bagaca dos sete reinos.,0
eu quero morrer,1
se a arya morrer eu desisto mano. e uma boa essa certo que um deles faria isso pela arya tambem (msm que ela consiga se virar sozinha) mas nao quero que ngm morra vo chorar demais ja to prevendo,0
quero ela e a dany viva irmao pra mim tinha que morrer o jon snow aquele tapado kkkkkkk,0
falei ela e super fofa elogiou minha roupa e meu cabelo eu quero morrer to me tremendo ha 40 minutos,0
ai eu quero morrer,1
ola ines quero te,0
a maior cadelinha do cal que conheco quero muito interagir mais (vou me meter nos seus tweets sim) seu fc e lindo de morrer ama rainha vermelha entao ja ta no meu coracao voce e muito um amor,0
eu nao quero falar com ninguem caralho inferno nem com meus pais eu quero morrer caralho me deixa quieta caralho,1
eu quero morrer toda semana que tem caso marilia ai lembro que preciso do ponto extra e vou pra aula rezando pra deus me proteger da sara,0
eu quero tanto morrer mas nao quero que minha mae chore,1
eu lembro das coisas e so quero morrer de vergonha serio que micoooooo,0
quero so ver quem vai morrer hoje,0
porque ele e um babaca toda hora que ele aparece eu quero morrer de tao chato que ele e,0
se caso algum dia dps de morrer nessa vida eu volte a esse planeta terra quero voltar la pra 2100 kkk,0
afasta te de mim nao quero morrer jovem ahaha,0
se a daenerys morrer irmao eu paro de ver a serie e hora e nunca mais vejo e tchau e benca e acho bom o gorge rr martin fazer um final diferente da serie viu meu bem quero dany vivissima governando westeros.,0
as vezes parece que eu preciso de companhia e nas outras vezes parece que eu so quero morrer,1
ahh foda-se vou pular pro tal do casamento vermelho porque quero ver o joffrey morrer . moleque irritante do cacete!,0
omg melhorou meu dia hshsjhdbdjd aaaaaaa ...,0
a voz do suren quero morrer,0
sinto uma vontade enorme de viver tipo eu fico pensando e o mundo eh tao grande irmao tem tanta coisa pra conhecer tanto lugar pra ir nao quero morrer conhecendo so o lugar onde eu nasci da vontade de fazer um mochilao e sair por ai sem rumo,0
terceira semana seguida com prova praticamente todos os dias eu quero morrer,0
semana que vem tenho prova de economia e tudo que eu quero e morrer,0
quero morrer so isso,1
vamofude  quero morrer virgem ...,0
sua opiniao eh igual eu ninguem quer amor,0
eu nao quero o mal de ninguem mas enquanto o luladrao nao morrer nao vai ter paz no nosso brasil.,0
gabriel eu sou muito burra eu quero morrer,1
eu quero morrer por fora o tanto que eu to morrendo por dentro eu so quero que toda esse dor passe,0
tava irritada e vi a foto do dylan com o tyler fiquei feliz agora quero morrer de novo,0
eu quero morrer,1
samwell nao pode morrer quero ele vivendo com o little sam e a gilly pelo amor de deus,0
eu nao aguento mais esse vazio no meu coracao so quero morrer velho,1
eu quero ver a dee dee morrer carai,0
pessoal chega a ser triste. como quero chegar aos 100 anos vou abandonar para nao morrer antes.,0
jon snow e daenerys um dos 2 vai morrer porem nao quero nem pensar na possibilidade,0
parabens pra mim que nao vou ver o 1 episodio de got!!!!!!!!!! quero morrer ! :),0
eu so quero morrer que bosta,1
negocio de morrer todo mundo... quero jon do trono de ferro,0
irraaaa eu quero,0
sim ganhar dinheiro ficar rico enfim quero um futuro melhor nao quero morrer assimm,0
cara eu quero morrer,1
quero morrer,1
eu sou mt otaria quando a pessoa me quer eu nao quero ver a pessoa nem pintada de ouro e quando a pessoa nao quer parece que eu vou morrer de amores,0
eu quero um namorado,0
comi pizza ontem e hoje quero morrer ??,0
se existe jogo melhor no mundo nao me mostrem porque quero morrer com essa alegria no peito pic.twitter.com/y0uvcboylp,0
a morte que bate em minha porta onde se alegra em me ver suicida muitos culpam o passado que apenas ensina licoes de vida. apesar da longa vida sofrida... deus ha de me perdoar pelos pecados que fizeram-me ter recaidas me deixando sem vitorias com a noite fria em abundancia..,1
e como a classe media pedido pra baixar o imposto do rico so que um pouco mais suicida ...ou: nazismo inclusivo? ...,0
simmmm!!! como ninguem coloca isso na lista de expectativas. to agoniada que acabei de ver a cena que ela ve ele pelado pos missao suicida,0
nao discordo de nada nao precisava fazer uma missao suicida pra pegar um wrigt mas a corrente foi ridicula demais,0
a unica solucao e acabar com a minha vida e e isso que vou fazer adeus.,1
nossa senhora como eu odeio esse episodio de got do esquadrao suicida,0
o assedio de gentili levou uma boa samaritana a ter que se mudar de cidade e desenvolver ideacao suicida . nada relacionado com propriedade. entao houve crime?,0
de acordo com ja podemos consider o povo suicida .,0
revendo a ultima temporada de e pensando aqui: foi realmente muito suicida essa ida do para alem da muralha para pegar um ... meu deus do ceu,0
porque esquadrao suicida e tao bom e tao ruim ao mesmo tempo?,0
to so o pikachu suicida hoje ...,0
tive uma experiencia sinistra hoje. entrei numa postagem do falando do paulo freire e um esquerdinha comecou falar la.. entrei no perfil e tava escrito que o cara era bipolar e potencial suicida . todas as minhas respostas foram: liga no cvv 188.,0
assistindo o esquadrao suicida indo pra alem da muralha atras dos vagantes pela milesima vez,0
ate lutou alem da muralha junto do esquadrao suicida de westeros,0
a coisa mais sem nocao que rolou em got foi o jon reunir uma equipe e ir alem da muralha pegar um walker. por causa disso perderam varios soldados e um dragao pro rei da noite. foi o verdadeiro esquadrao suicida .,0
pessoa que namora com bolsonazi e suicida ! !,0
viola davis no papel de amanda waller foi um dos maiores e raros acertos de esquadrao suicida,0
harry potter e as reliquias da morte parte 2 esquadrao suicida malevola o diabo veste prada invocacao do mal ...,0
voce nasceu com esse problema ou adquiriu ele com a vida? burrice que fala? a cada postagem um neuronio suicida kkkkkkkkkkkkkkk,0
ba vi nego gritando que e da faccao tal e fazendo um barulho no baile e nem mora em favela kkkkk suicida,0
maxi lopez peca demissao rescinde o contrato fique doente se suicida mas pelo amor de deus sai do meu,0
o que mais irrita e que o corinthians ja jogou melhor do que isso nao faz muito tempo 3 semanas. de repente e so essa retranca meio suicida . nao arma nao ataca e ainda sofre um monte de chute perigoso no gol,0
harry potter avalon millennium o senhor dos aneis trono de vidro mago corte de rosas e espinhos biografia de alan kardec memorias de um suicida o segredo do anel(o legado de maria madalene) ...,0
amg e a missao suicida dele na batalha dos bastardos que ele levou todo mundo pra morrer ali foi um odio viu ramsen porque nao matou logo aquele merda,0
"alcolumbre conhece as cores do seu dilema:cartao vermelho para mendes ou bilhete azul para si mesmo.o senador e jovem tem aspiracoes politicas e nunca demonstrou tendencia "" suicida "". acompanhara gilmar ate a beira do abismo. dai pra frentemendes tera de negociar com einstein..",0
sempre que estou revendo a setima temporada de e chega no episodio 5 me uma vontade de pular ele e o 6 de tanta vergonha alheia do roteiro/plano suicida do tyrion,0
eu lembro tanto dele cantando aquela perereca suicida ela pica ela bate kk aponta pra mim que eu te mato te mato de amor e te sufoco num abraco kk kaysar no domingao,0
e porque quando um adm faz uma tag sozinho ele absorve a energia de todas as pessoas que eles preveem! e nessa tag e na outra eu sempre fiz sozinho. se uma pessoa tem uma energia suicida e depressiva e pior ainda mds. mas estou bem gracas a deus,0
ja penso tudo isso pra no final thanos ser suicida ?,0
2014 a perereca era suicida 2019 a perereca e saltitante,0
nao e comportamento repetido. e tao fora do personagem para stefan que ele literalmente se torna suicida por causa disso pic.twitter.com/mnecjbb6jc,0
talvez so talvez eu esteja com raiva por voce chamar meu bb de velho suicida ...,0
concordo! quem aceitaria um convite do inimigo declarado para visita? so um louco suicida . a globo vai cair.,0
esquema bem suicida de cuca na ausencia de um dos nossos melhores jogadores. claramente perdendo o meio de campo para o adversario,0
sp suicida e o que vc acha? e sobre o corinthians como sempre mais retranqueiro... ne?,0
eu acho essa esclacao do sp meio suicida os caras jogam com tres volantesnos jogaremos com apenas umtinha que ter colocado alguem por alie muito atacanteseja o que deus quisermas essa lesao do liziero da um desanimo monstromoleque estava jogando muito,0
e o me chamou de suicida com esse meio de campo na live kkkkkkkk,0
suicida e teu comentario. zicando desde jogo do palmeiras. pior tipo de torcedor!,0
sem liziero cuca arma o time de forma suicida ??? saberemos logo mais. ...,0
nao adote aquele esquema tatico suicida de segunda feira pelo amor de deus. vai corinthians que sao jorge nos abencoe.,0
kkkkkkkk nao sou suicida ta? juro,0
e sim o psicopata mata o suicida e o suicida gosta porque quer morrer ...,0
esquadrao suicida e bem masomenos mas nao chega a ser ruim pra caralhokkkk ...,0
gomorraa: triunfo do anjo suicida - mc by gomorraa ...,0
assistindo esquadrao suicida em parque oratorio ...,0
sarri joga pra se defender = covarde nao quis atacar sarri joga pra frente = suicida tinha que se defender voces tem que assumir que so se importam com o resultado e nao importa o que se faca desde que termine com vitoria senao vira oportunismo.,0
to revendo o primeiro episodio de crazy ex girlfriend e gente todos os sinais de que rebeca e bordeline e potencialmente suicida estavam la. eu amo uma serie com roteiro bem amarrado.,0
brotei aqui no atacadao rapidinho busquei o combo suicida pra ver esse jogo do mengao,0
t6 ep 10 e o melhor de got a cersei mata os pardais o puto suicida se e a arya mata os frey,0
bom dia fabiana! nao sei se o rapaz e exibicionista ou suicida !,0
e vc amiga uma garota suicida,0
peixe suicida,0
eu vendo um post/tweet com piada autodepreciativa depressiva suicida : kkkkkkkkkkkkkk vo marca a beatriz,0
comentei sobre paulo freire na postagem do e as pessoas que responderam sao todas doentes. um deles na descricao do perfil diz que e potencial suicida . eu ja nao gosto de dar moral pra esquerdista mas imagina o cara se mata. eu mandei ligar no cvv. ficou bravo.,0
ninguem: garotas de 12 anos: cuidado hein sou psicopata chega perto do meu namorado que eu te garanto que piranha voa ele eh so meu piranha o amor de um psicopata e de um suicida eh o mais bonito que ha ele mataria por ela e ela morreria por ele,0
o chinelo e suicida misericordia sorte que se nao foi junto com ele,0
o maior medo da minha mae e que eu cometa suicidio o meu maior medo e que ela cometa suicidio,1
a tal do suposto suicidio da suposta ativista tambem.,0
bam na 4 e suicidio . ainda acredito nele mas na 5 obviamente. a temporada que vem e chave pra ele.,0
sinceramente? pensei em suicidio umas 2362837x so esse ano e nunca deixei de ver isso c uma opcao,1
chile: capitalizacao da previdencia faz idosos morrerem trabalhando e suicidio bater recorde o regime de capitalizacao da previdencia no chile obriga os aposentados a seguirem trabalhando muitas vezes ate morrer. ...,0
ai eu me lembro de tudo que ja me disseram e com eles o pensamento de suicidio tambem,1
me arrependo de ter falhado na minha primeira tentativa de suicidio,1
eu nao aguento mais passar minhas noites pensando em suicidio,1
namorar com o renan e suicidio dois idiotas juntos cara,0
a cada dia que passa paro de temer o suicidio e vejo uma esperanca,1
suicidio e a unica saida,1
procura- se a forma mais facil de cometer suicidio,1
o suicidio e a solucao,1
e bem melhor pensar em suicidio em casa do que em qualquer outro lugar.,1
o suicidio e a ultima opcao. e olha que ironia... as opcoes estao se esgotando .,1
 ofelia de john everett millais a morte de ofelia suicidio por afogamento foi retratada por muitos pintores especialmente durante os seculos xviii e xix. a determinacao de millais era tamanha em reproduzir os detalhes que chegou a pintar com uma lupa. + pic.twitter.com/7juqzsmpnx,0
estou chocado. lembro do caso. roberto cabrini investiga suicidio de victor reder no ...,0
vc realmente perdeu a chance de fazer historia positivamente preferiu o seu proprio suicidio politico. nao esqueceremos de vc,0
pessima dica mas se nada der certo nao vou considerar msm assim ao suicidio shaushau,0
queria ter morrido na primeira vez que tentei suicidio .,1
tentando terminar a wl sem praticar suicidio no fifa19 live at,0
otimo. aqui de 64 em diante matavam jornalistas e diziam que foi suicidio,0
se bolsonaro proibisse o suicidio eu ia pegar pipoca uma cadeirinha e assistir tranquila o suicidio em massa do povo do contra.,0
eu ainda estou lutandoaos 34 anos de vida eu descobri o sentido de minha vida ! ele viveu o inferno do holocausto mesmo preso ele conseguiu encontrar o sentido da vida e salvou varios amigos da depressao e do suicidio . nvuwk ...,0
esse ano o suicidio vem,1
ja vi miga mas nao indico eu achei pessima a forma que a netflix abordou esse tema >massacre< a netflix nao faz serie boa em temas de suicidio /massacre/estupro,0
"irmao nao brinquem com assunto sobre suicidio comigo nao serio. e um problema muito serio que precisamos ajudar . nao diz que vai ligar pro 190 pra avisar pensou que ""queria"" me matar liga pro 188 e ajuda preservar vidas. valeu grato.",0
acho que nunca tinha sentido a vontade de suicidio diario ate chegar a universidade,1
a serie aborda temas como depressao bipolaridade suicidio racismo homossexualidade transexualidade alcoolismo abandono parental agorafobia gravidez na adolescencia machismo e abuso de drogas da forma mais consciente possivel,0
a violencia travestida faz seu trottoir trottoir=passeio mt bom critica social foda e suicidio tudo que ele tinha cabia no bolso da jaqueta a vida quando acaba cabe em qualquer lugar,0
prevencao de suicidio : 188 0800 273 8255 0800 290 0024 se pelo menos 10 pessoas derem rt ja ajuda e muito importante.,0
mo vontade de cometer um suicidio,1
luisa foi tentar me explicar matematica quase que a gente faz um suicidio coletivo kkkkkk porque nao tava dando pic.twitter.com/iomb3ndlvz,0
lysa fica com ciumes da sansa com mindinho e tenta jogar a garota pela porta da lua mas por fim acaba sendo jogada de la pelo proprio e eles dizem que foi suicidio . pic.twitter.com/rmhcouuvfs,0
e um caso dos animadores de estudio de anime que um funcionario era obrigado a trabalhar alem do necessario... ate desmaiou no trabalho... isso coopera para os indices de suicidio aumentarem tanto no pais porque a maioria nao aguenta pressao assim...,0
deixo aqui um desabafo grande: desde 09/05/18 penso em suicidio todos os dias acordo e a vontade vem. porque ainda nao fiz isso? penso na minha mae e desisto. a dor de perder dois filhos me atormenta muito e hoje ela se triplicou...,1
garoto mais foda... me tirou da depressao e da tentativa de suicidio quando esfregou a carta no saco...quanto vi percebi que o brasil tinha jeito!!! parabens jovem! sou seu fa! kkkkkkkkkkkkk,0
eh hj que eu quebro a cara da minha mae ou cometo suicidio,1
indio brasileiro e tudo merda comparando com indio americano. o indio brasileiro foi escravizado e cometeu suicidio pra acabar com o sofrimento. o indio americano foi escravizado e meteu porrada em geral. ja que vai morrer morre causando.,0
conheco sim mas bem pouco. e sobre oq? pretendo assistir ja que confio no seu bom gosto  assiste por favor e sobre uma moca que ve a outra cometendo suicidio e como elas sao identicas ela resolve assumir a vida dela e a minha vi... ...,0
sina deinert  ja tentou suicidio  frequentava a casa sa vitima periodicamente  religiosa  atua nas pecas da escola pic.twitter.com/kznpuhstcp,0
adolescente tenta suicidio apos professor pegar celular ...,0
ela iria o negligenciar ate que ele desenvolvesse depressao depois recomendaria o suicidio como cura ...,0
"ah teve o momento ""nao aguento mais essa merda"" ai eu tentei suicidio e falhei miseravermente",1
do nada veio um mood de raiva e suicidio,1
ja tem 7 anos que ele cometeu suicidio,0
carxjlho eu fui olhar a foto de perfil d euma menina que eu nao falo a muito tempo e liguei pra ela sem querer meu deus eu quero morrer,0
eu quero morrer puta que pariu,1
"nao, nao consegue!!! pelo amor de deus tao querendo me matar",0
e a vacina para os professores e demais funcionarios que manterao a escola aberta? atitude suicida!,0
"outro tecnico e o tarcisio, que riu junto com o bolsonaro do suposto aumento das taxas de suicidio",0
pc de cuuuuu filho da puta desgracado arrombado e tudo de ruim aaaaaaaaaaaa eu quero morrer,0
quero morrer,1
"na fala, ele tambem atacou a saude publica kkkkk nao sei quanto a voces. mais e muito bom ver esses anencefalicos cometendo suicidio pela boca todos os dias. ainda mais com essa cpi ai com o renan espumando toda vez que fala do tema.",0
porque a minha tml so tem o namjoon? vcs querem me matar de tristeza???,0
vou me matar entao,1
"vsf bbk kkkkmmmkk suicida nao, apenas burra",0
viado o bicho quis me matar vo xingar ate a mae dele,0
comecei dois animes novos e esqueci completamente de bnha kdkddkdkdkdk minha amiga vai me matar,0
serio dangelo a um passo de me matar,1
vc ri de suicidio?,0
suicidio,1
acabei precious minha vida nao tem mais sentido quero morrer,1
se for p me matar posta logo rita castillo is coming,0
vou me matar,1
permissao pra me matar,1
que vontade de me matar,1
quero morrer,1
eu to entrando em uma puta crise existencial quero morrer,1
**meu teclado poliglota quer me matar,0
"vei, essa oscilacao de temperatura na primavera vai me matar de rinite pqp",0
ai eu quero morrer,1
"to triste, quero morrer",1
tao mal ao ponto de cometer suicidio,1
"mais uma grande perda na dublagem brasileira iara rica foi a primeira voz brasileira da alerquina, em 'batman: a serie animada', e no filme 'esquadrao suicida'. a dubladora havia sofrido um aneurisma,foi operada, mas infelizmente teve morte celebral. descanse em paz.",0
voce quer me matar de ansiedade ne? kkkkkkkkkk so porque estou com mt saudade e marcamos nosso role,0
meu orientador vai me matar? muito que provavelmente,0
"se o arthur de candulu ou sei la como ele e chamado, nao sair hj, eu nao sei oq faco da minha vida (obs: to pensando em suicidio) -- se a camilla eles namoram euliette adnet tikki camilla de lucas mercado livre",0
"infelizmente felipe ficou marcado negativamente por dois jogos (sendo que um foi culpa do esquema suicida de abel braga no segundo jogo da final da cdb de 2004, onde poderia jogar pelo 0 a 0 ou 1 a 1) e o jogo contra o cruzeiro quando jogou a camisa apos fazer o gol.",0
"ele toda hora nao surta? tem nem condicoes, mandei ela tomar no cu e fui expulso, ainda bem que hj a minha familia super me aceita, mas ate em suicidio pensei .",1
"o vice-diretor da minha escola fez uma reuniao com todos os alunos, e um mlk chamou ele de boiola quero morrer",0
acabei de concluir que nao adianta me matar fazendo conteudos bons todos os dias porque por mais que eu me mate o logaritmo so entrega qnd ta afim... entao chora bb,0
alguma mulher com coxao pra me matar sufocada ? eu pago !,0
quero morrer,1
as cores novas da pista de bike/caminhada do parque alvorada acabaram de me matar,0
as vezes eu me pergunto como a viu tube conseguiu cuspir na boca de um gato tipo assim ja e nojento e da odio mas eu ainda me pergunto como eu faco carinho nas minhas gatas e elas ja querem me matar,0
bell nao aguento mais quero morrer,1
toda vez que aparece o dudu eu quero me matar e quando e o tato eu quero que morra,0
quero morrer,1
minha terapeuta me perguntou oque eu quero pro meu futuro quase respondi suicidio,1
"perversos patetas se nao fosse o vaidoso governador doria, se quer teriamos essa vacina, que por sinal e a mais usa por aqui... e voces querem destruir isso... vcs so corroboram a minha teoria que o bolsonarismo e uma seita que prega o suicidio coletivo.",0
"cara chatoo!! a aula nem comecou e quero morrer! ainda vai passar um """"""""trabalhinho"""""""" e provavel que seja pro tempo livre.. meu anjo?? quem tem tempo livre nesse lugar??",0
foda-se daqui a pouco tem real madrid pra me matar do coracao,0
preciso dizer que eu odeio ouvir musica de gnt que ja morreu. acho mt bad vibe. chorao eu ja achava deprimente mas dps que ele morreu a musica ficou quase um hino suicida. vcs tambem sao assim?,0
"eu falei que o segredo era usar o esquadrao suicida. ja temos lula e renan em campo, falta o cunha",0
diga nao ao suicidio,0
eu so quero morrer,1
henrique como assim tu nao ta em primeiro lugar ?? a vou me matar,0
a dubladora iara rica infelizmente veio a falecer nesta terca feira no dia 27 de abril. na dc ela era conhecida por dublar nossa querida arlequina em varias animacoes e no filme do esquadrao suicida. nossos pesames para os familiares e amigos da dubladora.,0
eu quero morrer,1
eu to me sentindo feio quero morrer,1
depois eu fui na faculdade e tinha um bandido atras de mim. eu falando com a advogado eu disse querem me deixar virgem. o bandido escutou .depois pronto ! quem estava escutando com minha irma queria que eu voltasse para algum lugar . pois queriam me matar .,0
tanta coisa pra fazer hoje e a colica vem pra me matar derrubar e humilhar,0
"eu andando na barra com rhana o velho conversando na rua: ""ela ficava ameacando me matar, ai eu fui la e matei ela"" eu e rhana se olhando:",0
tava fazendo a atividade e copiei uma questao todinha errada gente eu quero morrer depois disso,0
odeio odeio odeio a minha vida... que vontade de tomar a cartela de calmante pra dormir pra sempre,1
"em entrevista para a revista total film, margot robbie falou sobre interpretar a harley quinn na visao de um novo diretor. confira:",0
lrt eu vo me matar,1
vou me matar,1
"quer me matar e fazer as coisas de ma vontade, caralho e so falar que nao vai fazer",0
minha nossa imagiba amanha entao meu deus quero me matar,1
vao querer me matar com essa comparacao (ou nao),0
quero morrer,1
"eu quero morrer mano, eu sou mto burra!!!!!",1
vou me matar,1
meus pensamentos tipo um evento astronomico... cometa suicidio,1
quero morrer toda que eu abro a camera frontal sou tao feia adeus,1
"pensei que o dia de hoje ia ser bom, nem 16h ainda e ja quero morrer",1
"senador americano que cometeu suicidio ao vivo, apos assumir corrupcao na sua gestao",0
"voltei pra dieta, voltei a me hidratar e minha mae ta pra me matar na academia, fe que vai da certo",0
vou me matar,1
eu to tentando nao me matar para de fazer eu me sentir inutil e ter medo dr vc,1
fazia tempo que eu nao queria me matar assim,1
odio vou me matar,1
essa oab vai me matar,0
ele falou que eu sou fofinha eu quero morrer,0
" greys anatomy (serie)  nela sao abordados varios temas, como por exemplo: estresse pos traumatico, aborto, tentativa de suicidio, racismo, violencia contra a mulher, vicio em drogas, alcoolismo, depressao e esquizofrenia.",0
"querido diario: quebrei a perna do meu oculos, acho que minha mae vai me matar",0
que odio cada um na conta do outro vcs querem me matar????????,0
"boatos que vai ter spin off de himym, vao estragar a serie quero morrer",0
"ei irmao me diz como vc ta, a sdd ainda vai me matar",0
e nao e que esqueci de almocar de novo? minha mae se fica sabendo vem aqui so pra me matar (depois de me alimentar),0
9 reais um sorvete meu pai vai me matar,0
ai enquanto ele ficava o tempo todo chamando as pessoas pra sair porque se ficasse sozinho ia ser perigoso a menina tentou suicidio 2 vezes  se nao fosse o autodiagnostico dele talvez ela pudesse ter descoberto a dela e teria evitado a situacao,0
"desisti, vou tentar suicidio",1
queria tanto ter coragem de me matar serio eu nao quero mais ser eu nao,1
"tem um cara novo na redacao que e a cara de alguem, e eu to a um tempao tentando ver qual e o famoso que ele lembra e so agora me toquei que ele deve 100% estar pensando pq que essa maluca ta me encarando mn?? vai me matar??",0
os sete maridos de evelyn hugo spoilers . . . celia vai me matar de chorar,0
eu me odeio quero morrer odeio minha vida,1
eu quero morrer.,1
nao...eu geralmente parava pra pensar em como eu poderia me matar ou pensando em chegar em casa pra deitar ou ficava pensando daqui a uns 20 anos eu ganhando bem viajando,1
"idc, a minha carta de suicidio vai ser dedicada a ti agora",1
vim em n.i so p ver o preco do perfume aiai vo me matar,0
meu deus o bravo vai me matar do coracao ainda,0
"pelo amor de deus, vc quer me matar???? cara mas esse barry allen e um grande lindao ein, to ansiosa pra ver ele na 7 temp",0
nao amiga sinceramente viu vo me matar,1
nasceu nao kakakkaka o medico quer me matar do coracao ,0
meu deus eu quero morrer,1
hj faz um ano que eu fui liberada do hospital dps t tentar me matar,1
"""q dia bom, adoro a minha vida"" *abro o cs e jogo 5 minutos ""quero morrer""",0
eu quero me matar de tanta vergonha,1
descobri tanta coisa hoje sobre aquelas porra que me difamaram no em que to tendo um ataque de panico quero me matar,1
vou me matar,1
to estranhando meu cabelo... ele ta bonito por varios dias consecutivos kkkkkk isso e muito suspeito... acho que ele vai tentar me matar kkkkkkkk,0
"o som do dia: i have a love, de for those i love suicidio e um assunto complexo, e a maior virtude desse disco e lidar com essa complexidade de um jeito poetico.",0
"agora ta tocando skank - dois rios quer me matar, so pode",0
vamo suicidio coletivo,1
"ai quero me matar hoje, minha lua no cu de jupiter que deixa assim",1
nao e suicidio se eu comer a filha do agiota,0
eu quero morrer porque eu to chorando por essa???? ela ta foda-se pra mim,1
segunda vez seguida que eu bato ponto na hora errada meu deus meu chefe vai me matar socorro,0
essa alergia ainda vai me matar,0
"indo pra escola fiquei depressiva, nao indo pra escola virei suicida",1
eu vou me matar eu vou cara eu vou,1
"eu tambem sou, devo tentar suicidio?",1
simulado amanha eu quero morrer,0
socorro jae vou me matar,1
em suicidio,1
"li soojin pela barra de notificacao com o cu na mao, ai eu vi que era a soojin do weeekly, quer me matar portal?",0
"descanse em paz, iara rica! briggs acabou confirmando que iara nao resistiu ao aneurisma e teve morte cerebral apos varios dias no hospital em coma iara foi a dubladora da arlequina por 20 anos, inclusive dublou em 'esquadrao suicida'. toda forca aos familiares e colegas",0
meu chaesoo eu quero morrer!,1
"ja falei que nao quero morrer porra, vai se chamar gal na puta que pariu e sem as pernas do bb, boa sorte com o 1 terco e 2 pais",0
se esse menino nao for gay ou bi... eu vou me matar,0
"alexandre no presidio, eu pensando em suicidio",1
